student_id,mean_max_edit_distance
610700002,989.1428571428571
810002010,1200.64
810002023,1089.84
810002031,4384.272727272727
810002033,3167.75
810003038,5517.583333333333
810003060,517.0857142857143
810101385,480.25
810101389,742.76
810101446,444.80645161290323
810101524,533.3
810103347,8264.136363636364
810103351,338.1875
810103363,349.55
810103366,4113.019607843137
810103377,646.952380952381
810103382,1034.7666666666667
810103391,805.5
810103396,33414.666666666664
810103397,889.2857142857143
810103407,427.35
810103413,362.39130434782606
810103414,517.016393442623
810103424,309.6470588235294
810103425,364.91358024691357
810103434,369.9310344827586
810103448,1105.837837837838
810103460,534.5
810103468,591.1136363636364
810103474,964.5454545454545
810103480,543.0555555555555
810103482,1239.24
810103485,611.3333333333334
810103490,386.13157894736844
810103494,359.625
810103496,1615.0416666666667
810103498,243.78571428571428
810103500,1024.8125
810103504,575.0344827586207
810103506,399.76190476190476
810103510,292.1666666666667
810103515,1119.4
810103522,405.1
810103526,581.1333333333333
810103539,1797.032258064516
810103547,1140.4285714285713
810103550,1271.2307692307693
810103554,640.7058823529412
810103558,2229.3333333333335
810103560,1382.5
810103561,1361.0869565217392
810103562,529.1578947368421
810103564,2710.785714285714
810103567,196.5
810103568,567.7692307692307
810103569,487.8666666666667
810103575,296.9047619047619
810103580,352.51612903225805
810103582,387.35
810103583,290.5625
810103588,603.0
810103595,320.6
810103597,387.2
810103598,569.1702127659574
810103599,1213.8148148148148
810103602,270.8888888888889
